receiver_account,receiver_name,bank_name,country,risk_rating,fraud_link_count,sanction_match_flag,created_at
ACC-9741886762,Patricia Smith,Core Bank,Germany,LOW,1,FALSE,2024-01-01 00:00:00
ACC-4835845931,Jennifer Anderson,Vertex Bank,France,MEDIUM,1,FALSE,2024-01-01 00:00:00
ACC-1190621801,Barbara Jones,Core Bank,UAE,LOW,4,FALSE,2024-01-01 00:00:00
ACC-2362798745,Patricia Moore,Horizon Bank,Germany,LOW,1,FALSE,2024-01-01 00:00:00
ACC-1072078945,Sarah Johnson,Horizon Bank,Brazil,LOW,2,FALSE,2024-01-01 00:00:00
ACC-8406369221,Michael Martin,Apex Bank,India,LOW,4,FALSE,2024-01-01 00:00:00
ACC-1780497874,David Rodriguez,Vertex Bank,United Kingdom,LOW,3,FALSE,2024-01-01 00:00:00
ACC-2329100306,James Rodriguez,Apex Bank,Singapore,LOW,2,FALSE,2024-01-01 00:00:00
ACC-5482327778,Jennifer Johnson,Horizon Bank,Canada,LOW,0,FALSE,2024-01-01 00:00:00
ACC-8037875427,William Lopez,Apex Bank,Canada,LOW,1,FALSE,2024-01-01 00:00:00
ACC-1659371856,Linda Wilson,Vertex Bank,Germany,MEDIUM,1,FALSE,2024-01-01 00:00:00
ACC-2848383292,Barbara Jackson,Core Bank,UAE,MEDIUM,3,FALSE,2024-01-01 00:00:00
ACC-9362957321,Susan Jones,Horizon Bank,Brazil,LOW,1,FALSE,2024-01-01 00:00:00
ACC-4490106573,Jessica Martin,Vertex Bank,United States,MEDIUM,1,FALSE,2024-01-01 00:00:00
ACC-1819342612,Michael Williams,Vertex Bank,UAE,MEDIUM,1,FALSE,2024-01-01 00:00:00
ACC-4916044541,Joseph Davis,Apex Bank,France,LOW,2,FALSE,2024-01-01 00:00:00
ACC-4625675868,Robert Taylor,Horizon Bank,Australia,LOW,3,FALSE,2024-01-01 00:00:00
ACC-4330666885,Barbara Miller,Apex Bank,UAE,LOW,1,FALSE,2024-01-01 00:00:00
ACC-9565099221,Robert Martin,Apex Bank,Germany,LOW,2,FALSE,2024-01-01 00:00:00
ACC-8643928294,Robert Taylor,Vertex Bank,UAE,LOW,2,FALSE,2024-01-01 00:00:00
ACC-9640188482,Sarah Moore,Horizon Bank,United Kingdom,MEDIUM,0,FALSE,2024-01-01 00:00:00
ACC-5368447400,Karen Lopez,Horizon Bank,Brazil,LOW,2,FALSE,2024-01-01 00:00:00
ACC-7910888111,Michael Williams,Horizon Bank,Australia,LOW,0,FALSE,2024-01-01 00:00:00
ACC-7197020879,Linda Lopez,Apex Bank,Germany,LOW,0,FALSE,2024-01-01 00:00:00
ACC-6340970902,Mary Thomas,Apex Bank,Canada,MEDIUM,3,FALSE,2024-01-01 00:00:00
ACC-3967420617,Jessica Martin,Horizon Bank,United Kingdom,LOW,0,FALSE,2024-01-01 00:00:00
ACC-7306748077,John Jones,Apex Bank,UAE,LOW,1,FALSE,2024-01-01 00:00:00
ACC-4511830554,Mary Miller,Core Bank,France,MEDIUM,2,FALSE,2024-01-01 00:00:00
ACC-4120054218,Linda Taylor,Vertex Bank,UAE,LOW,3,FALSE,2024-01-01 00:00:00
ACC-4137717044,Sarah Davis,Vertex Bank,India,LOW,2,FALSE,2024-01-01 00:00:00
ACC-6370541888,Thomas Wilson,Core Bank,Canada,MEDIUM,1,FALSE,2024-01-01 00:00:00
ACC-5743850510,Sarah Williams,Core Bank,Australia,MEDIUM,1,FALSE,2024-01-01 00:00:00
ACC-4812367441,Joseph Martinez,Core Bank,Australia,LOW,2,FALSE,2024-01-01 00:00:00
ACC-7889886802,Barbara Johnson,Core Bank,France,LOW,4,FALSE,2024-01-01 00:00:00
ACC-6678080882,Susan Thomas,Apex Bank,UAE,MEDIUM,1,FALSE,2024-01-01 00:00:00
ACC-1356214234,Patricia Davis,Vertex Bank,Singapore,MEDIUM,1,FALSE,2024-01-01 00:00:00
ACC-5294177159,Linda Smith,Vertex Bank,United Kingdom,LOW,2,FALSE,2024-01-01 00:00:00
ACC-5744020531,Elizabeth Wilson,Horizon Bank,United Kingdom,MEDIUM,0,FALSE,2024-01-01 00:00:00
ACC-5756135552,James Davis,Apex Bank,Germany,LOW,2,FALSE,2024-01-01 00:00:00
ACC-1526536754,Sarah Smith,Apex Bank,United Kingdom,LOW,1,FALSE,2024-01-01 00:00:00
ACC-1003565013,Elizabeth Lopez,Apex Bank,United Kingdom,LOW,0,FALSE,2024-01-01 00:00:00
ACC-1174031337,Elizabeth Moore,Apex Bank,Germany,LOW,1,FALSE,2024-01-01 00:00:00
ACC-6370422622,Richard Johnson,Core Bank,Singapore,LOW,1,FALSE,2024-01-01 00:00:00
ACC-7943158330,Thomas Martin,Horizon Bank,United Kingdom,MEDIUM,3,FALSE,2024-01-01 00:00:00
ACC-6086735195,William Wilson,Vertex Bank,France,MEDIUM,1,FALSE,2024-01-01 00:00:00
ACC-7412101906,Elizabeth Gonzalez,Apex Bank,UAE,LOW,2,FALSE,2024-01-01 00:00:00
ACC-1298719240,Charles Johnson,Horizon Bank,Australia,LOW,4,FALSE,2024-01-01 00:00:00
ACC-5067058218,Elizabeth Thomas,Horizon Bank,United States,LOW,3,FALSE,2024-01-01 00:00:00
ACC-2842586268,Thomas Anderson,Vertex Bank,Germany,MEDIUM,1,FALSE,2024-01-01 00:00:00
ACC-1583547485,Linda Williams,Core Bank,United States,LOW,1,FALSE,2024-01-01 00:00:00
ACC-4840867931,John Thomas,Horizon Bank,Brazil,MEDIUM,2,FALSE,2024-01-01 00:00:00
ACC-5449022088,Elizabeth Jones,Core Bank,United Kingdom,MEDIUM,2,FALSE,2024-01-01 00:00:00
ACC-4480779591,Richard Garcia,Horizon Bank,Australia,LOW,4,FALSE,2024-01-01 00:00:00
ACC-4039523610,Richard Thomas,Apex Bank,Australia,LOW,1,FALSE,2024-01-01 00:00:00
ACC-8541334905,Mary Rodriguez,Vertex Bank,Australia,MEDIUM,1,FALSE,2024-01-01 00:00:00
ACC-7490485249,Linda Wilson,Horizon Bank,Germany,MEDIUM,1,FALSE,2024-01-01 00:00:00
ACC-3329078303,Michael Thomas,Horizon Bank,United States,LOW,0,FALSE,2024-01-01 00:00:00
ACC-1413823112,Linda Jones,Apex Bank,United States,LOW,1,FALSE,2024-01-01 00:00:00
ACC-8042750335,Patricia Moore,Vertex Bank,France,MEDIUM,1,FALSE,2024-01-01 00:00:00
ACC-2091230761,Robert Jones,Horizon Bank,Brazil,LOW,1,FALSE,2024-01-01 00:00:00
ACC-3035084788,William Martinez,Vertex Bank,Brazil,MEDIUM,0,FALSE,2024-01-01 00:00:00
ACC-4023888214,Robert Garcia,Apex Bank,France,MEDIUM,1,FALSE,2024-01-01 00:00:00
ACC-9663669983,Richard Jones,Apex Bank,Canada,MEDIUM,3,FALSE,2024-01-01 00:00:00
ACC-1693732882,Sarah Garcia,Core Bank,Germany,LOW,3,FALSE,2024-01-01 00:00:00
ACC-3287701078,Thomas Jones,Vertex Bank,Brazil,LOW,0,FALSE,2024-01-01 00:00:00
ACC-2123269497,Karen Gonzalez,Apex Bank,UAE,LOW,2,FALSE,2024-01-01 00:00:00
ACC-6988264284,Thomas Thomas,Apex Bank,United States,MEDIUM,2,FALSE,2024-01-01 00:00:00
ACC-2769943596,Thomas Hernandez,Horizon Bank,United Kingdom,LOW,4,FALSE,2024-01-01 00:00:00
ACC-7446029135,David Davis,Core Bank,United Kingdom,LOW,0,FALSE,2024-01-01 00:00:00
ACC-1317275482,David Brown,Core Bank,United Kingdom,LOW,2,FALSE,2024-01-01 00:00:00
ACC-6212628432,Susan Anderson,Vertex Bank,Germany,LOW,1,FALSE,2024-01-01 00:00:00
ACC-9953796417,Sarah Hernandez,Horizon Bank,India,LOW,3,FALSE,2024-01-01 00:00:00
ACC-6839438723,David Miller,Horizon Bank,France,MEDIUM,2,FALSE,2024-01-01 00:00:00
ACC-9358756524,Jennifer Brown,Core Bank,France,LOW,2,FALSE,2024-01-01 00:00:00
ACC-3394412608,Joseph Davis,Vertex Bank,United Kingdom,MEDIUM,1,FALSE,2024-01-01 00:00:00
ACC-1411681794,Susan Smith,Apex Bank,France,MEDIUM,1,FALSE,2024-01-01 00:00:00
ACC-1111160413,Barbara Johnson,Horizon Bank,India,LOW,1,FALSE,2024-01-01 00:00:00
ACC-1548324516,Barbara Johnson,Apex Bank,India,MEDIUM,3,FALSE,2024-01-01 00:00:00
ACC-6474330496,Joseph Martinez,Core Bank,France,MEDIUM,1,FALSE,2024-01-01 00:00:00
ACC-8876673785,Thomas Garcia,Horizon Bank,Singapore,LOW,0,FALSE,2024-01-01 00:00:00
ACC-8918428212,Michael Moore,Horizon Bank,United Kingdom,LOW,2,FALSE,2024-01-01 00:00:00
ACC-6142418900,Karen Martinez,Vertex Bank,United States,LOW,1,FALSE,2024-01-01 00:00:00
ACC-8641230885,Joseph Thomas,Core Bank,United Kingdom,MEDIUM,4,FALSE,2024-01-01 00:00:00
ACC-3260818170,Linda Taylor,Horizon Bank,Brazil,LOW,4,FALSE,2024-01-01 00:00:00
ACC-8882579236,Patricia Martinez,Vertex Bank,Germany,MEDIUM,6,FALSE,2024-01-01 00:00:00
ACC-6269271942,Charles Johnson,Vertex Bank,India,LOW,4,FALSE,2024-01-01 00:00:00
ACC-3931888419,William Taylor,Apex Bank,Canada,MEDIUM,0,FALSE,2024-01-01 00:00:00
ACC-3600094796,John Lopez,Core Bank,United States,LOW,2,FALSE,2024-01-01 00:00:00
ACC-7214997388,Jennifer Brown,Vertex Bank,United States,LOW,3,FALSE,2024-01-01 00:00:00
ACC-1101063911,Charles Garcia,Vertex Bank,United States,MEDIUM,4,FALSE,2024-01-01 00:00:00
ACC-9730311902,Susan Garcia,Apex Bank,Brazil,LOW,4,FALSE,2024-01-01 00:00:00
ACC-2534858733,Richard Davis,Apex Bank,Brazil,LOW,1,TRUE,2024-01-01 00:00:00
ACC-6577566854,Robert Davis,Vertex Bank,France,LOW,0,FALSE,2024-01-01 00:00:00
ACC-3580091485,Robert Thomas,Horizon Bank,United States,LOW,2,FALSE,2024-01-01 00:00:00
ACC-7018183575,Robert Johnson,Apex Bank,France,MEDIUM,2,FALSE,2024-01-01 00:00:00
ACC-4402661013,William Brown,Horizon Bank,India,MEDIUM,0,FALSE,2024-01-01 00:00:00
ACC-6932487195,Jennifer Rodriguez,Apex Bank,UAE,LOW,2,FALSE,2024-01-01 00:00:00
ACC-9995485246,Thomas Smith,Core Bank,UAE,MEDIUM,5,FALSE,2024-01-01 00:00:00
ACC-9699427271,Charles Williams,Vertex Bank,Germany,LOW,2,FALSE,2024-01-01 00:00:00
ACC-4183619810,Linda Smith,Horizon Bank,United States,MEDIUM,3,FALSE,2024-01-01 00:00:00
ACC-7386685799,John Brown,Core Bank,Brazil,LOW,1,FALSE,2024-01-01 00:00:00
ACC-7646969318,John Davis,Horizon Bank,Canada,LOW,0,FALSE,2024-01-01 00:00:00
ACC-2179088897,Thomas Martinez,Vertex Bank,United States,LOW,0,FALSE,2024-01-01 00:00:00
ACC-2429170132,Sarah Lopez,Horizon Bank,United States,MEDIUM,3,FALSE,2024-01-01 00:00:00
ACC-7983592808,William Miller,Apex Bank,France,LOW,0,FALSE,2024-01-01 00:00:00
ACC-4681726757,John Martinez,Core Bank,Australia,MEDIUM,5,FALSE,2024-01-01 00:00:00
ACC-5235007503,Linda Garcia,Vertex Bank,United States,MEDIUM,1,FALSE,2024-01-01 00:00:00
ACC-9828008766,Mary Smith,Vertex Bank,UAE,LOW,0,FALSE,2024-01-01 00:00:00
ACC-2688717081,Linda Thomas,Apex Bank,Australia,MEDIUM,1,FALSE,2024-01-01 00:00:00
ACC-9763601610,Patricia Anderson,Core Bank,Australia,MEDIUM,2,FALSE,2024-01-01 00:00:00
ACC-4151362667,Jennifer Gonzalez,Apex Bank,United States,LOW,3,FALSE,2024-01-01 00:00:00
ACC-9938347904,Jennifer Taylor,Core Bank,Australia,MEDIUM,1,FALSE,2024-01-01 00:00:00
ACC-5491525742,Jennifer Davis,Core Bank,Australia,LOW,3,FALSE,2024-01-01 00:00:00
ACC-9348416591,Linda Moore,Vertex Bank,Brazil,MEDIUM,4,FALSE,2024-01-01 00:00:00
ACC-3600719893,Robert Garcia,Vertex Bank,United Kingdom,MEDIUM,1,FALSE,2024-01-01 00:00:00
ACC-4716806128,Mary Rodriguez,Horizon Bank,India,LOW,1,FALSE,2024-01-01 00:00:00
ACC-1666665727,Joseph Miller,Core Bank,United States,LOW,2,FALSE,2024-01-01 00:00:00
ACC-6591342471,Robert Jones,Horizon Bank,Brazil,MEDIUM,1,FALSE,2024-01-01 00:00:00
ACC-3440842159,Richard Gonzalez,Vertex Bank,United Kingdom,LOW,1,FALSE,2024-01-01 00:00:00
ACC-1045208474,Thomas Martinez,Horizon Bank,Brazil,LOW,3,FALSE,2024-01-01 00:00:00
ACC-5177414702,David Johnson,Vertex Bank,Australia,LOW,2,FALSE,2024-01-01 00:00:00
ACC-5257534216,Richard Thomas,Core Bank,United Kingdom,MEDIUM,1,FALSE,2024-01-01 00:00:00
ACC-6321809920,Elizabeth Thomas,Core Bank,Germany,LOW,0,FALSE,2024-01-01 00:00:00
ACC-7770123947,Jessica Smith,Apex Bank,India,LOW,0,FALSE,2024-01-01 00:00:00
ACC-2129990211,John Johnson,Apex Bank,UAE,LOW,2,FALSE,2024-01-01 00:00:00
ACC-8626576277,Linda Anderson,Vertex Bank,Germany,LOW,1,FALSE,2024-01-01 00:00:00
ACC-8561728437,Susan Garcia,Apex Bank,United Kingdom,LOW,3,FALSE,2024-01-01 00:00:00
ACC-7679392962,Robert Hernandez,Vertex Bank,United Kingdom,LOW,0,FALSE,2024-01-01 00:00:00
ACC-1624172658,Karen Williams,Core Bank,Australia,LOW,2,FALSE,2024-01-01 00:00:00
ACC-8817062128,Jennifer Moore,Apex Bank,Germany,MEDIUM,3,FALSE,2024-01-01 00:00:00
ACC-6824776972,Jennifer Wilson,Core Bank,Singapore,MEDIUM,2,FALSE,2024-01-01 00:00:00
ACC-5180002289,Susan Anderson,Horizon Bank,Singapore,MEDIUM,2,FALSE,2024-01-01 00:00:00
ACC-2471105523,Joseph Smith,Horizon Bank,India,MEDIUM,3,FALSE,2024-01-01 00:00:00
ACC-4045279414,Richard Taylor,Vertex Bank,UAE,MEDIUM,6,FALSE,2024-01-01 00:00:00
ACC-9501209776,Charles Wilson,Vertex Bank,Singapore,LOW,1,FALSE,2024-01-01 00:00:00
ACC-9613386812,Charles Hernandez,Vertex Bank,Germany,MEDIUM,1,FALSE,2024-01-01 00:00:00
ACC-4751101494,Michael Rodriguez,Vertex Bank,Australia,MEDIUM,1,FALSE,2024-01-01 00:00:00
ACC-8380833527,Karen Brown,Vertex Bank,UAE,LOW,4,FALSE,2024-01-01 00:00:00
ACC-5829867250,Charles Davis,Vertex Bank,United Kingdom,LOW,0,FALSE,2024-01-01 00:00:00
ACC-7075368226,Charles Williams,Vertex Bank,Singapore,MEDIUM,3,FALSE,2024-01-01 00:00:00
ACC-7412959193,William Wilson,Vertex Bank,Germany,LOW,0,FALSE,2024-01-01 00:00:00
ACC-8343378986,Karen Wilson,Apex Bank,Singapore,MEDIUM,1,FALSE,2024-01-01 00:00:00
ACC-1763686076,Jennifer Williams,Apex Bank,Canada,LOW,0,FALSE,2024-01-01 00:00:00
ACC-4132472803,Jennifer Rodriguez,Core Bank,Brazil,LOW,0,FALSE,2024-01-01 00:00:00
ACC-8493290151,Robert Garcia,Vertex Bank,Singapore,LOW,1,FALSE,2024-01-01 00:00:00
ACC-5408742527,William Hernandez,Core Bank,UAE,LOW,3,FALSE,2024-01-01 00:00:00
ACC-7277013238,Jessica Lopez,Apex Bank,UAE,LOW,1,FALSE,2024-01-01 00:00:00
ACC-6605822041,Susan Hernandez,Horizon Bank,United Kingdom,MEDIUM,2,FALSE,2024-01-01 00:00:00
ACC-7810454334,James Williams,Core Bank,Canada,LOW,3,FALSE,2024-01-01 00:00:00
ACC-3584036298,David Lopez,Apex Bank,United Kingdom,MEDIUM,4,FALSE,2024-01-01 00:00:00
ACC-4129024482,James Hernandez,Core Bank,UAE,MEDIUM,2,FALSE,2024-01-01 00:00:00
ACC-9144598309,Barbara Brown,Horizon Bank,Brazil,MEDIUM,4,FALSE,2024-01-01 00:00:00
ACC-8322773117,Jessica Miller,Apex Bank,Australia,LOW,0,FALSE,2024-01-01 00:00:00
ACC-4602584972,Richard Jones,Vertex Bank,Canada,LOW,2,FALSE,2024-01-01 00:00:00
ACC-4849834654,William Martin,Core Bank,United Kingdom,MEDIUM,3,FALSE,2024-01-01 00:00:00
ACC-4735682639,Barbara Gonzalez,Vertex Bank,France,MEDIUM,0,FALSE,2024-01-01 00:00:00
ACC-2392714043,David Martin,Vertex Bank,United States,MEDIUM,2,FALSE,2024-01-01 00:00:00
ACC-9006788350,Barbara Thomas,Core Bank,Germany,LOW,0,FALSE,2024-01-01 00:00:00
ACC-1247085932,Jessica Brown,Apex Bank,Germany,MEDIUM,4,FALSE,2024-01-01 00:00:00
ACC-7050310148,Susan Thomas,Apex Bank,India,LOW,1,FALSE,2024-01-01 00:00:00
ACC-5220224972,David Davis,Apex Bank,Germany,LOW,4,TRUE,2024-01-01 00:00:00
ACC-1639519789,Karen Williams,Vertex Bank,India,LOW,4,FALSE,2024-01-01 00:00:00
ACC-3386472309,Thomas Jackson,Core Bank,India,LOW,0,FALSE,2024-01-01 00:00:00
ACC-2813275103,Patricia Wilson,Horizon Bank,Canada,LOW,3,FALSE,2024-01-01 00:00:00
ACC-1723435840,Susan Brown,Horizon Bank,Singapore,LOW,0,FALSE,2024-01-01 00:00:00
ACC-1287542409,Patricia Martinez,Core Bank,UAE,LOW,1,FALSE,2024-01-01 00:00:00
ACC-8836751046,Thomas Johnson,Horizon Bank,India,LOW,0,FALSE,2024-01-01 00:00:00
ACC-8236424164,Robert Anderson,Horizon Bank,Germany,LOW,2,FALSE,2024-01-01 00:00:00
ACC-5440119833,Sarah Hernandez,Horizon Bank,UAE,LOW,1,FALSE,2024-01-01 00:00:00
ACC-4805915533,Richard Anderson,Core Bank,Singapore,MEDIUM,4,FALSE,2024-01-01 00:00:00
ACC-3130686563,Mary Smith,Apex Bank,Germany,LOW,2,FALSE,2024-01-01 00:00:00
ACC-6606367390,Robert Miller,Apex Bank,India,MEDIUM,1,FALSE,2024-01-01 00:00:00
ACC-5038673233,Robert Rodriguez,Core Bank,UAE,LOW,1,FALSE,2024-01-01 00:00:00
ACC-4606276058,Thomas Moore,Vertex Bank,India,MEDIUM,5,FALSE,2024-01-01 00:00:00
ACC-6101895635,Jennifer Gonzalez,Horizon Bank,United States,LOW,0,FALSE,2024-01-01 00:00:00
ACC-1694015119,Charles Hernandez,Vertex Bank,United States,MEDIUM,2,FALSE,2024-01-01 00:00:00
ACC-8974062203,William Martin,Core Bank,Singapore,LOW,0,FALSE,2024-01-01 00:00:00
ACC-8427506474,Thomas Brown,Apex Bank,India,MEDIUM,1,FALSE,2024-01-01 00:00:00
ACC-6170710753,Robert Williams,Vertex Bank,Australia,MEDIUM,0,FALSE,2024-01-01 00:00:00
ACC-9735794171,Elizabeth Martin,Core Bank,France,LOW,1,FALSE,2024-01-01 00:00:00
ACC-1160022745,John Moore,Horizon Bank,Singapore,LOW,1,FALSE,2024-01-01 00:00:00
ACC-3683698325,Charles Jones,Core Bank,Canada,MEDIUM,1,FALSE,2024-01-01 00:00:00
ACC-5725717884,Patricia Jones,Horizon Bank,Singapore,LOW,2,FALSE,2024-01-01 00:00:00
ACC-1609079173,Charles Brown,Vertex Bank,Brazil,LOW,2,FALSE,2024-01-01 00:00:00
ACC-1197241907,Susan Miller,Vertex Bank,United Kingdom,MEDIUM,3,FALSE,2024-01-01 00:00:00
ACC-7649812750,Jessica Jackson,Vertex Bank,Canada,LOW,1,FALSE,2024-01-01 00:00:00
ACC-9719556306,Sarah Moore,Vertex Bank,United States,LOW,0,FALSE,2024-01-01 00:00:00
ACC-3593979060,Michael Jones,Apex Bank,France,LOW,3,FALSE,2024-01-01 00:00:00
ACC-1410253910,John Williams,Vertex Bank,Germany,MEDIUM,2,FALSE,2024-01-01 00:00:00
ACC-9515722180,Karen Lopez,Apex Bank,Singapore,LOW,2,FALSE,2024-01-01 00:00:00
ACC-8105393725,James Rodriguez,Horizon Bank,United Kingdom,LOW,1,FALSE,2024-01-01 00:00:00
ACC-6160326650,Sarah Johnson,Vertex Bank,Germany,LOW,4,FALSE,2024-01-01 00:00:00
ACC-8548542917,Sarah Rodriguez,Horizon Bank,Canada,LOW,0,FALSE,2024-01-01 00:00:00
ACC-7428620066,Charles Johnson,Vertex Bank,India,LOW,2,FALSE,2024-01-01 00:00:00
ACC-6253029268,John Davis,Core Bank,United Kingdom,LOW,2,FALSE,2024-01-01 00:00:00
ACC-9396205332,Charles Johnson,Vertex Bank,United States,MEDIUM,1,FALSE,2024-01-01 00:00:00
ACC-2526786911,Joseph Johnson,Apex Bank,Australia,MEDIUM,1,FALSE,2024-01-01 00:00:00
ACC-7963020288,Susan Moore,Apex Bank,Germany,MEDIUM,0,FALSE,2024-01-01 00:00:00
ACC-7177649052,John Martinez,Core Bank,United States,LOW,3,FALSE,2024-01-01 00:00:00
ACC-9911328519,Barbara Jackson,Core Bank,UAE,LOW,3,FALSE,2024-01-01 00:00:00
ACC-8690825152,Linda Gonzalez,Vertex Bank,Singapore,LOW,2,FALSE,2024-01-01 00:00:00
ACC-3423925927,Karen Gonzalez,Apex Bank,United States,LOW,2,FALSE,2024-01-01 00:00:00
ACC-3164852408,Patricia Miller,Apex Bank,Australia,LOW,3,FALSE,2024-01-01 00:00:00
ACC-3251674011,Susan Martinez,Vertex Bank,Singapore,MEDIUM,1,FALSE,2024-01-01 00:00:00
ACC-5413708921,Thomas Miller,Vertex Bank,United Kingdom,MEDIUM,1,FALSE,2024-01-01 00:00:00
ACC-4426468860,Susan Williams,Core Bank,Canada,LOW,1,FALSE,2024-01-01 00:00:00
ACC-4689720792,Robert Rodriguez,Vertex Bank,France,MEDIUM,1,FALSE,2024-01-01 00:00:00
ACC-8073281034,James Martinez,Horizon Bank,France,LOW,1,FALSE,2024-01-01 00:00:00
ACC-5091150978,Mary Taylor,Vertex Bank,United States,LOW,1,FALSE,2024-01-01 00:00:00
ACC-3623875265,Robert Smith,Core Bank,India,LOW,1,FALSE,2024-01-01 00:00:00
ACC-5469661393,Barbara Williams,Apex Bank,United States,MEDIUM,1,FALSE,2024-01-01 00:00:00
ACC-3727821931,Jennifer Moore,Horizon Bank,Germany,LOW,3,FALSE,2024-01-01 00:00:00
ACC-9228812058,Barbara Hernandez,Vertex Bank,United Kingdom,LOW,1,FALSE,2024-01-01 00:00:00
ACC-8045923247,Jennifer Hernandez,Vertex Bank,United Kingdom,LOW,1,FALSE,2024-01-01 00:00:00
ACC-4427801785,Barbara Smith,Horizon Bank,Brazil,LOW,1,FALSE,2024-01-01 00:00:00
ACC-8225143491,Susan Anderson,Vertex Bank,United States,MEDIUM,2,FALSE,2024-01-01 00:00:00
ACC-3863112585,James Rodriguez,Apex Bank,Singapore,LOW,1,FALSE,2024-01-01 00:00:00
ACC-1825279383,Richard Martin,Core Bank,Singapore,LOW,5,FALSE,2024-01-01 00:00:00
ACC-3457014347,Thomas Gonzalez,Horizon Bank,Australia,MEDIUM,2,FALSE,2024-01-01 00:00:00
ACC-2257569997,Linda Brown,Core Bank,UAE,LOW,0,FALSE,2024-01-01 00:00:00
ACC-3010098995,Charles Moore,Vertex Bank,Australia,LOW,0,FALSE,2024-01-01 00:00:00
ACC-1906368635,Karen Lopez,Horizon Bank,United Kingdom,MEDIUM,3,FALSE,2024-01-01 00:00:00
ACC-1807098704,Joseph Brown,Apex Bank,United States,LOW,6,FALSE,2024-01-01 00:00:00
ACC-2926751263,Sarah Thomas,Core Bank,Singapore,MEDIUM,1,FALSE,2024-01-01 00:00:00
ACC-1627948439,Patricia Jackson,Vertex Bank,Brazil,LOW,2,FALSE,2024-01-01 00:00:00
ACC-9324392916,Charles Davis,Apex Bank,Brazil,MEDIUM,3,FALSE,2024-01-01 00:00:00
ACC-2996195243,Karen Moore,Apex Bank,Canada,LOW,0,FALSE,2024-01-01 00:00:00
ACC-8789989301,Mary Wilson,Apex Bank,Brazil,MEDIUM,1,FALSE,2024-01-01 00:00:00
ACC-8077848832,Jennifer Davis,Horizon Bank,Australia,LOW,5,FALSE,2024-01-01 00:00:00
ACC-2791256395,Joseph Martin,Vertex Bank,United Kingdom,LOW,2,FALSE,2024-01-01 00:00:00
ACC-4242729919,Karen Gonzalez,Vertex Bank,Canada,LOW,0,FALSE,2024-01-01 00:00:00
ACC-2961239540,Susan Wilson,Vertex Bank,Germany,LOW,4,FALSE,2024-01-01 00:00:00
ACC-5293359705,Susan Martinez,Vertex Bank,Canada,LOW,2,FALSE,2024-01-01 00:00:00
ACC-8618186788,Elizabeth Brown,Vertex Bank,France,LOW,4,FALSE,2024-01-01 00:00:00
ACC-2402419204,William Wilson,Horizon Bank,France,LOW,3,FALSE,2024-01-01 00:00:00
ACC-9831993425,Robert Martinez,Vertex Bank,India,LOW,4,FALSE,2024-01-01 00:00:00
ACC-2566637852,Joseph Jackson,Apex Bank,Singapore,MEDIUM,3,FALSE,2024-01-01 00:00:00
ACC-9161749092,Patricia Johnson,Horizon Bank,United States,MEDIUM,3,FALSE,2024-01-01 00:00:00
ACC-6179462431,Patricia Wilson,Vertex Bank,Singapore,LOW,3,FALSE,2024-01-01 00:00:00
ACC-3348020772,James Davis,Apex Bank,Brazil,LOW,0,FALSE,2024-01-01 00:00:00
ACC-6317177983,Mary Lopez,Apex Bank,India,LOW,3,FALSE,2024-01-01 00:00:00
ACC-3946422251,Barbara Moore,Apex Bank,India,MEDIUM,0,FALSE,2024-01-01 00:00:00
ACC-8880088275,Linda Garcia,Horizon Bank,India,LOW,1,FALSE,2024-01-01 00:00:00
ACC-5333541744,William Lopez,Apex Bank,France,MEDIUM,2,FALSE,2024-01-01 00:00:00
ACC-9457275806,Joseph Moore,Apex Bank,United States,MEDIUM,2,FALSE,2024-01-01 00:00:00
ACC-5825645021,Elizabeth Jackson,Apex Bank,Australia,LOW,1,FALSE,2024-01-01 00:00:00
ACC-9196357773,Robert Brown,Horizon Bank,Brazil,LOW,2,TRUE,2024-01-01 00:00:00
ACC-3489328403,Richard Brown,Horizon Bank,France,LOW,3,FALSE,2024-01-01 00:00:00
ACC-9362103503,Susan Lopez,Vertex Bank,France,MEDIUM,1,FALSE,2024-01-01 00:00:00
ACC-7671540447,James Thomas,Vertex Bank,Canada,MEDIUM,1,FALSE,2024-01-01 00:00:00
ACC-6550824868,Susan Lopez,Horizon Bank,UAE,MEDIUM,1,FALSE,2024-01-01 00:00:00
ACC-7053087119,David Lopez,Horizon Bank,Canada,LOW,1,FALSE,2024-01-01 00:00:00
ACC-5387612573,Patricia Miller,Horizon Bank,India,MEDIUM,2,FALSE,2024-01-01 00:00:00
ACC-5725453202,Robert Lopez,Vertex Bank,Germany,LOW,1,FALSE,2024-01-01 00:00:00
ACC-6613092823,Linda Rodriguez,Horizon Bank,France,MEDIUM,4,FALSE,2024-01-01 00:00:00
ACC-3555930170,Robert Williams,Apex Bank,Brazil,MEDIUM,2,FALSE,2024-01-01 00:00:00
ACC-7469427158,Susan Garcia,Vertex Bank,Canada,MEDIUM,2,FALSE,2024-01-01 00:00:00
ACC-9365835839,Barbara Brown,Vertex Bank,United Kingdom,LOW,4,FALSE,2024-01-01 00:00:00
ACC-5932976475,Karen Davis,Horizon Bank,Canada,LOW,2,FALSE,2024-01-01 00:00:00
ACC-5234939396,James Martin,Apex Bank,Brazil,LOW,0,FALSE,2024-01-01 00:00:00
