beneficiary_id,receiver_account,receiver_name,bank_name,country,risk_rating,fraud_link_count,sanction_match_flag,created_at
BENE_5674a11c9e3f4995ba5dece605e6bec2,GB11UJPP29109596567023,Kara Diaz,"Lynch, Pratt and Gonzales Bank",Andorra,Medium,0,False,2024-02-13 22:06:24.492578
BENE_d491987f6ef3409f8bed4f7f4563119b,GB55MFJI83590404448023,Tom Taylor,Donaldson Group Bank,San Marino,Low,0,False,2025-04-20 22:06:24.494151
BENE_5839a48f883840198e9abf1171e12e64,GB26AKYU78777614997165,Denise Gonzalez,Perry Inc Bank,Austria,Low,0,False,2024-11-16 22:06:24.494151
BENE_6daa874d5f9244288c33355a00755c24,GB93KLHB94680040042481,Melissa Jones,"Hernandez, Mullins and Randall Bank",Paraguay,Low,0,False,2025-07-06 22:06:24.494843
BENE_d97223d2a98d4c96bc705cc7b3577096,GB69KBGJ45365516655625,Mackenzie Fox,Donaldson LLC Bank,Guinea,Low,0,False,2024-07-07 22:06:24.494843
BENE_6cf4d1301f6c49dcb0acc52711557d1a,GB21MQLV40584898142046,Jill West,"Stewart, Wilson and Woodward Bank",Cayman Islands,Low,1,False,2024-11-01 22:06:24.495349
BENE_6bd88ec11efa4043aeab12340646e448,GB65LBYZ45987359114600,Melanie Ford,Lee and Sons Bank,Bulgaria,Low,0,False,2024-02-14 22:06:24.495349
BENE_d7ebc3afb7494e9292d152175bcfae51,GB80XWPI14062112650905,Craig Meyer DDS,Carter-Bennett Bank,United States Minor Outlying Islands,High,1,False,2026-02-21 22:06:24.495349
BENE_cf82ab154cdc49468c08a30a18863aae,GB93OPDV72428192579406,Alex Miller,Tran Inc Bank,Central African Republic,Medium,1,False,2023-11-18 22:06:24.495349
BENE_4642e39d450d4096b1295c71337e0635,GB47JDXG27852170096387,Bryan Sanchez,Gomez-Jones Bank,Cook Islands,High,0,False,2025-02-05 22:06:24.496392
BENE_1fa2b76db80f4b70b23f26291551fd34,GB49VJEX37796766727326,Scott Harrison,Mack-Taylor Bank,Kuwait,Low,0,False,2025-02-18 22:06:24.496392
BENE_c7fc9519a5bc4c5ca517d2b37fa0d94f,GB74HJOL84126227617106,Caroline Frye,Hopkins-Kennedy Bank,Liechtenstein,Low,0,False,2024-09-09 22:06:24.496932
BENE_4229af824efe43fb8822fbd4f7497588,GB17BOCH57680748911023,Kimberly Adams,Grant-Schwartz Bank,Anguilla,Low,0,False,2024-09-08 22:06:24.496932
BENE_ef5e70eccd724444b3c825e63cd8df89,GB71TSPZ61574356241900,Kristin Fisher,"Bailey, Aguirre and Williams Bank",Zambia,Low,0,False,2025-07-30 22:06:24.496932
BENE_85d403c56a5b465d9ba12d4b2625311d,GB67MPXW45827429457292,Regina Peterson,Bell-Boyd Bank,Bahamas,Medium,1,False,2024-08-30 22:06:24.496932
BENE_c9ae65cf06224ab0b33650e7b9c962a4,GB22ABZV63524482737105,Morgan Hernandez,"Chan, Hernandez and Whitehead Bank",Bouvet Island (Bouvetoya),High,1,False,2025-01-06 22:06:24.497967
BENE_a7585884525f46158780ee087444dc81,GB72WNXT41702165547345,Joel Wilson,Joseph-Tran Bank,Luxembourg,Low,1,False,2025-05-20 22:06:24.497967
BENE_ff6217b0dfbd441290d04319a7082f43,GB09MSGZ41847066349848,Troy Velasquez,Miller-Kim Bank,Cuba,Low,1,False,2025-05-30 22:06:24.497967
BENE_f93689ba92d24c0191d36b1c142e3b67,GB69YUBO93695242411316,Alicia Johnson,"Conway, Walters and Roy Bank",Panama,Medium,1,False,2025-03-24 22:06:24.498970
BENE_c38fb960d114477d94b257da1f79ce4f,GB85ZKXA67655033469481,Kimberly Hughes,"Clark, Buckley and Maldonado Bank",Venezuela,Low,0,False,2024-05-19 22:06:24.498970
BENE_5580add8ee5b4566bb34e74f3f84a6b9,GB37QYBW02060290158829,Thomas Bowman,"Oneal, Perez and Oconnell Bank",Saint Kitts and Nevis,High,0,False,2025-03-14 22:06:24.498970
BENE_46fa82e52a994d0bb6a3101df4b86318,GB29VBRZ21512725253467,Tara George,Love PLC Bank,Austria,Medium,0,False,2024-10-02 22:06:24.498970
BENE_151f8f107e4e4c4e808cd50b28346ef8,GB28SAKQ29241764424455,Shelby Morris,"Wilson, Lee and Nichols Bank",Swaziland,High,0,False,2024-08-28 22:06:24.499967
BENE_d78477e9be224ca1aca9e36992368284,GB89NNMU38261172217863,Arthur Brown,Rodriguez Ltd Bank,Cambodia,Medium,0,False,2024-03-29 22:06:24.499967
BENE_92cd0590aff1481ca6c427b89e73ae38,GB72NBGF20638737205647,Ana Wilson,Garza-White Bank,Burundi,Medium,1,False,2024-03-31 22:06:24.499967
BENE_db29b26dcae04c11984d1cb0db02f65a,GB31AUON80123559260511,Anne Coleman,Woods Inc Bank,Barbados,Low,1,False,2024-12-02 22:06:24.499967
BENE_84115ee12b004aa9a246d90d1b514d60,GB64PEUR27210492089861,Jessica Jones,Lawson-Cervantes Bank,Kyrgyz Republic,Low,0,False,2023-12-14 22:06:24.500967
BENE_051b0a42b1764c7ba663d22c04106c6a,GB65DVQC64358891175802,Billy Burns,Bullock-Andersen Bank,Kenya,High,1,False,2025-06-11 22:06:24.500967
BENE_c1d112a30bdc481f980691df6bd47846,GB60BWKS07832999434965,Tommy Daniels,Cook and Sons Bank,Canada,Medium,1,False,2025-03-02 22:06:24.500967
BENE_970f1ca60e7a498f85d5f44d63386c68,GB85FUOZ14778771037516,Jerry Alexander,"Hanson, Gilmore and Stevenson Bank",Croatia,Low,0,False,2023-12-25 22:06:24.500967
BENE_270850b469854fbdb63aeaac45983220,GB32VRBO83649612817859,Ashley Hall,Bell-Acosta Bank,Solomon Islands,Medium,0,False,2024-06-13 22:06:24.501969
BENE_a299f7e132a340b1ad1c304728c74bed,GB06ZEZS18645654252682,Michael Hendricks,Hernandez PLC Bank,Niger,High,0,False,2024-02-21 22:06:24.501969
BENE_370ae2732c9c4af4a836072e2bfe6d37,GB05NHWA99065762243147,Derek Mahoney,Kim-Smith Bank,Czech Republic,Critical,3,True,2025-03-07 22:06:24.501969
BENE_e5b0e32800464b3bb042e824904d0ea6,GB08RZHL86772973096449,Gina Richards,Ford Inc Bank,Guernsey,Low,0,False,2023-10-28 22:06:24.502510
BENE_766be0f65d484fb0895a7f86e3dd295d,GB42IVBW54691188323754,Miss Tina Jones,Fox-Williams Bank,Gibraltar,Low,0,False,2025-12-04 22:06:24.502510
BENE_f38629fbc504450aa503a56fc5127b1a,GB28PZLG27258795792045,Jason Potts,Thomas and Sons Bank,Oman,Medium,1,False,2024-05-03 22:06:24.502510
BENE_fbaeb0ca70e749c9a46ab262b5975b70,GB41QOKS89442664252145,Paul Goodwin,"Hill, Clark and Hudson Bank",Ethiopia,Low,0,False,2025-10-04 22:06:24.502510
BENE_5ef9ad4dd1724c9ca3fb44961d566717,GB71QQWX29436106375873,Kristin Cruz,"Gardner, Robinson and Thomas Bank",Slovakia (Slovak Republic),Medium,0,False,2025-04-23 22:06:24.502510
BENE_c957db8fd1c74c11bc4b2f917506cb0d,GB43NRPY48975731233843,Chelsea Garcia,Crawford-Campbell Bank,New Zealand,Low,1,False,2025-02-04 22:06:24.504051
BENE_0b732fbcc96241d1b658bba43ee145ea,GB48TZFY10159763933728,Andre Rose,Perez-Simpson Bank,Gambia,Low,0,False,2024-12-10 22:06:24.504051
BENE_a4d837e76be14fda85e8a8ea4bb5c783,GB19LROS90577930760295,Kristen White,"Cervantes, Bowman and Peterson Bank",United States of America,Low,0,False,2023-11-29 22:06:24.504051
BENE_a6aba435ddf5456f94660d27f3b5a9c3,GB28NZCW06907159541289,Alicia Garcia,Barnes-Cole Bank,South Georgia and the South Sandwich Islands,Low,0,False,2026-02-21 22:06:24.504051
BENE_4ac1409800c94b5982a15696c6ee7a54,GB11FNLZ99670162437605,Michael Norris Jr.,Anderson LLC Bank,Chad,Low,0,False,2024-08-12 22:06:24.504051
BENE_bd0ba0ffbe094990a873e7d8ad278eb0,GB45JNTG36687945754360,William Stevenson,Williams-Gonzalez Bank,Mayotte,Critical,5,True,2024-01-26 22:06:24.504051
BENE_b1288ca4b204475b8ad9a023084cdf74,GB48DWCF55361231826366,Greg Fitzpatrick,"Lee, Martin and Ryan Bank",Singapore,High,1,False,2024-01-27 22:06:24.505591
BENE_5ed72f2c71d4485ca3b66d527bd97f31,GB48HHJY48815687058654,Jennifer Burns,Reese-Garcia Bank,French Polynesia,Medium,0,False,2025-06-07 22:06:24.505591
BENE_fad503bc90304dde88fcfe9161d2121e,GB49HPCG04951042089629,Julie Myers,Castro Ltd Bank,Lithuania,Low,0,False,2025-06-24 22:06:24.505591
BENE_a5ec95113cc94e2a9b5c4a891cd60808,GB52ZLQW35139741517782,Kimberly Rodriguez,Mcclain-Cohen Bank,Macao,High,0,False,2024-06-10 22:06:24.505591
BENE_a67f31d6e6b641db9a9e0d09a613dcb7,GB12ZPEU38219837694633,Renee Chen,Wyatt-Murphy Bank,Qatar,High,0,False,2024-01-26 22:06:24.506630
BENE_61e3c0c627064655b1f4fdf19c288c78,GB54NQIP30748324979327,Dan Johnston,"Harris, Ho and Byrd Bank",Timor-Leste,High,0,False,2024-10-10 22:06:24.506630
BENE_941a494806f640488aa78a09eef3114b,GB22THOL95192445561328,Mr. Dale Bennett,Oconnor-Garcia Bank,Montserrat,Medium,0,False,2025-01-21 22:06:24.506630
BENE_85eb832853b74861901627a2a9b6c30a,GB45QJUD60620127505478,Matthew Huff,Robinson Group Bank,Qatar,Medium,0,False,2025-11-12 22:06:24.506630
BENE_8334a9b36e844a2db726f5afc99dcb5d,GB94AMQB44046913191150,Christy Lynch,Cook Inc Bank,Korea,Low,0,False,2025-01-07 22:06:24.507633
BENE_ae60c624d20c4a3eb38fe9d18c0bede1,GB82FYXW14731969457054,Donna Salinas,"Mcdonald, Spence and Avila Bank",French Guiana,Low,0,False,2024-02-05 22:06:24.507633
BENE_0fd6ca6fd5f146e49e95c38951261594,GB45FYHJ26666195280246,Grant Cohen,Jackson Ltd Bank,Nepal,Low,0,False,2025-04-07 22:06:24.507633
BENE_e325e241a82b404fb53d415ec809be9e,GB79MDVJ69944423595367,Tiffany Rivera,"Harper, Edwards and Brown Bank",Qatar,Low,0,False,2023-10-02 22:06:24.507633
BENE_e49de0b0d6b746ae9dd1954c82ae5395,GB17QXKZ15556520084688,Williams Ltd,"Cuevas, Mcguire and Stephens Bank",North Korea,Critical,4,True,2023-09-18 22:06:24.508631
BENE_87038a8586ef4598a5fae136805a893e,GB50BQUA82383408876124,Annette Hopkins,Sanchez-Sanchez Bank,Micronesia,Low,0,False,2025-09-20 22:06:24.508631
BENE_0f3106b2f93b44f2b459ce037fc785c9,GB98ZGOX61743581577845,Bradley Greene,"Nguyen, Wilkerson and Gross Bank",Uruguay,High,0,False,2025-07-22 22:06:24.508631
BENE_40add914f27f43c1b654cded2c362f1b,GB96YVPX69111579623501,Keith Evans,Patel and Sons Bank,Germany,Medium,1,False,2024-10-28 22:06:24.508631
BENE_fad245d89a674baea12aec7373a7a131,GB81NFJV59284731344614,Melissa Russell,Henry Group Bank,Maldives,Medium,0,False,2024-01-25 22:06:24.509630
BENE_fa4f06b2401946628284f615cc49d0ce,GB10PAYU75501054110490,Patrick Stafford,Lane LLC Bank,Hong Kong,High,0,False,2023-11-01 22:06:24.509630
BENE_159008c0f8ab409186f8c5b13a6bdece,GB50USIA01254386550750,Andrew Castillo,"Harrison, Spence and Harris Bank",Philippines,Medium,0,False,2024-04-18 22:06:24.509630
BENE_f7d170a918264a93ae803b5360a8314d,GB17TIZH75300556727462,Dwayne Ellis,Grimes-White Bank,Nepal,Low,0,False,2024-11-19 22:06:24.509630
BENE_62efea02d5014fed8201336f88ff90d8,GB15NNBE12757431000288,Alexander Hill,Murphy LLC Bank,Ukraine,Medium,0,False,2025-09-26 22:06:24.510631
BENE_0f46ffaa8bb8406f93bc4edaf60fd021,GB61GUOU61332487668170,Richard Johnston,Jimenez LLC Bank,Grenada,Medium,0,False,2025-11-23 22:06:24.510631
BENE_5446fcdf74b84fc286de8770b677432d,GB91NHIO16662507862283,Mary Kennedy,Curry Group Bank,Estonia,Low,0,False,2025-08-03 22:06:24.510631
BENE_ae77624a14434b2aade817f6331bfd25,GB30CPMC65889542011660,Stephanie Ward,"Hansen, Baker and Hudson Bank",Cocos (Keeling) Islands,High,0,False,2024-06-05 22:06:24.510631
BENE_b4604b914e5c465e89b4c5fffa385ff9,GB30AUDA01748331906961,Heidi Garcia,"Carroll, Norman and Obrien Bank",Colombia,Low,0,False,2024-04-22 22:06:24.510631
BENE_84bea758a5b4431cb931e914e88cce63,GB79BZNY56862153552552,Joshua Best,"Smith, Pearson and Lee Bank",Slovakia (Slovak Republic),Medium,1,False,2024-12-01 22:06:24.512171
BENE_e61f1f3c95cd4712872c0268989033d0,GB21CIHT13729541608420,Mario Buchanan,Lin-Townsend Bank,Israel,High,0,False,2024-07-13 22:06:24.512171
BENE_c19e69be266b46c58486a95f26ba4be4,GB55XJFL98654178561485,Sara Hancock,Boyd-Hughes Bank,Montenegro,High,0,False,2025-02-24 22:06:24.512711
BENE_0411a3ae47964214b51b67acee945510,GB84QKTW20438530960732,Lisa Jones,"Howard, Mendez and Moran Bank",Tanzania,Medium,0,False,2024-05-17 22:06:24.512711
BENE_470c91c8c6d04cc2a29ae274403520d2,GB10FTXG95303210698800,Richard Oconnell,Berger PLC Bank,Switzerland,Low,1,False,2024-08-29 22:06:24.512711
BENE_0e73e20951044b678be35266bc792479,GB40KBGL97778106042667,Brent Tucker,Jones-Compton Bank,Brazil,High,0,False,2025-03-22 22:06:24.512711
BENE_2d1d80a6ab004176952bef654ffc2cb9,GB71AAFU92342532244838,Daniel Evans,Coleman-Brown Bank,Saint Lucia,Low,0,False,2024-02-17 22:06:24.513751
BENE_e2715d1ca1fd45a3858327f3814b8ebc,GB64YXJL70158899259308,Anderson-Daniel,"Luna, Crawford and Alexander Bank",Nauru,Critical,8,True,2024-06-12 22:06:24.513751
BENE_15ac8382e5ec42c88aeebd81f345169a,GB25PJNX13100977650775,Edward Hernandez,"Ward, Thompson and Gardner Bank",Lesotho,Low,1,False,2025-01-11 22:06:24.513751
BENE_06412e022e424d79b51b9c33f5d13704,GB49LDGF79484517724087,Barry Montgomery,Rich-Porter Bank,Austria,Low,0,False,2023-09-28 22:06:24.513751
BENE_92c6afa79ebd43829cb8153f61f8065c,GB69MHKP69206245809753,Justin Smith,"Jones, Benton and Lopez Bank",Venezuela,Low,0,False,2024-07-02 22:06:24.514752
BENE_5a1d62c36c5141598c22af50e7a03207,GB11ECLC09683678812764,Carl Sanders,"Hill, Lamb and Russell Bank",Germany,Low,0,False,2024-04-21 22:06:24.514752
BENE_fa2febb8127b43fd8be242f07e5c99ed,GB20AVLV66656008610529,Javier Hines,Brown and Sons Bank,Montenegro,Low,0,False,2024-05-12 22:06:24.514752
BENE_3b8ba6be539e4bad88a84cdfac983598,GB79OVSV37151251050971,David Snyder,Hill-Carr Bank,Bouvet Island (Bouvetoya),High,0,False,2024-01-07 22:06:24.515751
BENE_e9b4a2793f374b76871cc67b95ea9d7c,GB37YHEB49822835949972,Julie Solis,"Adams, Smith and Mitchell Bank",Papua New Guinea,Medium,0,False,2024-04-21 22:06:24.515751
BENE_bbcb8ff7c607450493cf08598fc5a69e,GB74YZRX17207718820275,Christy Price,King Ltd Bank,Nicaragua,Medium,1,False,2025-10-16 22:06:24.515751
BENE_cca260a9c5b345ec8737eabbc3b2feef,GB70XRNR60169103309959,Brittany Henderson,"Harris, Ruiz and Suarez Bank",Faroe Islands,Medium,1,False,2024-10-05 22:06:24.515751
BENE_65bf24209d234ebcb206002aab00aeb1,GB36REAW21044641263544,Jason Garrison,Price Ltd Bank,Mexico,Medium,0,False,2025-07-16 22:06:24.515751
BENE_b50309de91874ac8b16f7dcc9fa50244,GB20HBVX75921709886586,Elizabeth Smith,Taylor LLC Bank,Oman,High,0,False,2025-11-24 22:06:24.515751
BENE_6bdd18423e7c4213bace919c6006c788,GB46VYEA46052989639292,Jason Thompson,Thomas LLC Bank,Mexico,Medium,0,False,2024-11-08 22:06:24.517268
BENE_8b29eda67ee44415be020a57248237b2,GB07OSVY65456055690373,Brian Booth,Huynh PLC Bank,Reunion,Medium,0,False,2025-07-01 22:06:24.517268
BENE_27426f6ba4ed4bd08dea08f8205acf1e,GB70INPM82859156597318,Amanda Snyder,"Ross, Gibson and Allen Bank",Cote d'Ivoire,Medium,0,False,2025-03-09 22:06:24.517268
BENE_6f7ccc400c7c4650896a8d24eed6ff32,GB88BINS96872797833447,Hayden Rubio,Griffin-Bishop Bank,Guinea-Bissau,Medium,1,False,2024-01-27 22:06:24.518268
BENE_e73c0c83e41b4726a6ffe69a0bcb0080,GB46PWNT21725675034362,Christina Smith,"Boyd, Murphy and Dennis Bank",Guinea-Bissau,High,0,False,2024-10-04 22:06:24.518268
BENE_0703e5ebfeda48e1ad1e48496a9b14d6,GB92HGRV05395611302591,Juan White,Anthony-Keller Bank,Falkland Islands (Malvinas),High,1,False,2026-01-15 22:06:24.518268
BENE_ad37f03949194954b01138bce23f2235,GB08ZWBC21695673507873,Sarah Martin,"Brown, Perez and Hunt Bank",Saint Martin,Medium,0,False,2023-12-27 22:06:24.519235
BENE_0aeeaafff6d84f51ae4a3ccf148584d1,GB09WQOY82283219766629,Jessica Moore,Davis-Bradford Bank,Mexico,Low,0,False,2025-07-26 22:06:24.519235
BENE_f7e4b28daf1240deb9311256c95b1670,GB61AEIL63273362691585,Carl Herrera,Shepherd-Baker Bank,Comoros,Medium,1,False,2026-02-28 22:06:24.519235
BENE_e58efdf9a26a484290ced3f8521a8ccb,GB58UITD16204634975007,Martin Ellis,Rodriguez LLC Bank,Montenegro,High,0,False,2025-06-17 22:06:24.519235
BENE_d36bdacb6b2349428ae32025d72fd40f,GB45EBIS95640050702022,Zachary Garcia,"Edwards, Thomas and Lewis Bank",Thailand,High,0,False,2025-06-14 22:06:24.520269
BENE_0a4b0a6455b74f8680176afc66376721,GB22PFID86339123894891,Carmen Washington,Johnson-Rodriguez Bank,Anguilla,High,1,False,2024-02-23 22:06:24.520269
BENE_9622b7c2c23649cfb68675f66600f652,GB37KTMY01593576943856,Zachary Kaufman,"Martinez, Daniels and Reynolds Bank",Anguilla,Low,0,False,2025-10-25 22:06:24.520269
BENE_abbc5714d5294d03b2ab66d4ae3bc077,GB82GHBO20670975412230,Michael Flynn,Wheeler Group Bank,Kazakhstan,Medium,0,False,2026-01-18 22:06:24.520269
BENE_d57abce93ebe40c4b5cf8f7aff8a6688,GB31IZUL95587201130524,Jessica Beasley,Brown-Cohen Bank,Seychelles,Low,1,False,2025-05-15 22:06:24.520269
BENE_c8a0d34ed1d9446383dd86c47eca5e15,GB92MWER01556461475584,Jeffrey Armstrong,Burke-Gardner Bank,Slovenia,High,0,False,2025-10-27 22:06:24.520269
BENE_ec9001c75109482d85090f950e2957ce,GB48TUUB86498500936713,Leslie Ware,Sanders Group Bank,Cape Verde,Low,1,False,2025-11-18 22:06:24.521810
BENE_bf65e42aed28448297f01e2de3efcbfe,GB30VDKE36643628948402,Eric Gibson,Cannon Inc Bank,Bermuda,Critical,6,True,2024-04-06 22:06:24.521810
BENE_68d28acc9c10423aadfa7eb6bbdf5c6d,GB80FPKI61257953351708,Michael Garner,Kramer-Wood Bank,El Salvador,Low,0,False,2024-12-08 22:06:24.521810
BENE_8a1713517ce4480f8846d12f68def14d,GB23XECK66979750121139,George Johnson,Brooks PLC Bank,Chile,High,1,False,2024-07-23 22:06:24.522349
BENE_823deb40aa614656bd93f00c4d5665db,GB48LUBB90442557251589,Regina Hays,Hood Inc Bank,Bhutan,Medium,0,False,2024-10-17 22:06:24.522349
BENE_317bf7cbbce84c6bbcb9b3bec6eca8fe,GB91UUYN80410017521605,Richard Conway,Barton LLC Bank,Burundi,Low,0,False,2025-04-14 22:06:24.522895
BENE_5784aab958664eaa9d25430357d6e8cf,GB86AZHL22825862890067,Audrey Walton,Carey LLC Bank,Antarctica (the territory South of 60 deg S),High,0,False,2025-11-09 22:06:24.522895
BENE_f0705a445da64cd1b71a82372e8b4230,GB53CPBU29939791394485,Jessica Bennett PhD,Wagner-Wood Bank,Korea,Medium,0,False,2024-04-20 22:06:24.522895
BENE_cd7686669c2f498083f5fb7639fa7cb8,GB51UGZS92696116790189,Dillon Herring,"Martin, Huynh and Hartman Bank",Trinidad and Tobago,High,1,False,2025-01-14 22:06:24.522895
BENE_f3f23e3dd4694c47973abc37213f5aa6,GB93SFMI98590236794851,Jason Clark,Sloan-Robinson Bank,Denmark,Medium,0,False,2023-12-13 22:06:24.523938
BENE_522cee4d28074a3a9850d8f5501a6afd,GB62GGAB13619065733703,Heidi Santana,Peterson-Johnson Bank,Vanuatu,Low,0,False,2023-09-13 22:06:24.523938
BENE_da3434619d7a4b14a7ef0f71865d03d1,GB49HORF51841406483826,Patricia Young,"Garcia, Johnson and Little Bank",Myanmar,Medium,1,False,2026-01-14 22:06:24.524478
BENE_37246d8390004bf7887905a2d7f307d9,GB54HSFK82414831031295,Jason Peterson,Davis LLC Bank,Malaysia,High,0,False,2025-10-16 22:06:24.524478
BENE_f0db71b5216b45bcb884ee58e20557c2,GB27SPGR46059716753947,Diana Richardson,Henry-Cummings Bank,Denmark,Low,0,False,2023-12-25 22:06:24.524478
BENE_a2d9710c1334466495f49024b95412cc,GB57THJY23459314139629,Tanya Lawrence,Vazquez Group Bank,San Marino,Low,0,False,2023-12-02 22:06:24.524478
BENE_047f43d2ea044802af784022b0c9aecf,GB68EGDS60188193974011,Benjamin Medina,Smith-Donaldson Bank,Lithuania,Low,0,False,2024-06-13 22:06:24.524478
BENE_e119c7f6521140248c018ec650f45b3d,GB75BGBM06603277904899,"Rogers, Thomas and Johnson","Franklin, Edwards and Dawson Bank",Mayotte,Critical,2,True,2024-06-21 22:06:24.524478
BENE_9918a47cb0554137a7fbdb0d7c5c4ab1,GB21NPPO92017503852893,Crystal Webb,Love Group Bank,United Kingdom,Medium,0,False,2024-10-13 22:06:24.526017
BENE_740c2ae89c354dc9b790148ad16115c3,GB38ROBX84519613137259,Jeffrey Robinson,Jackson LLC Bank,Guinea-Bissau,Low,1,False,2025-01-11 22:06:24.526017
BENE_8191d98577b4423d87cf596109ca0f45,GB39WRLU61078953185598,Michael Francis,"Sandoval, Nunez and Keller Bank",Bangladesh,Low,0,False,2024-10-26 22:06:24.526602
BENE_b13162526e8048eebb90d0bb1da5585a,GB26OULV49557517574159,Charles Mitchell,Lowery PLC Bank,Comoros,High,1,False,2024-01-04 22:06:24.526602
BENE_913a8e9b80204c869a89f0974ffd86f9,GB17UECM29806148980128,Raymond Chapman,"Flores, Smith and Phillips Bank",Puerto Rico,Low,0,False,2024-09-15 22:06:24.527272
BENE_885c70110f7243a983f222c9505ff9ff,GB05ASVV12363583734556,Jerome Robinson,"Brock, Price and Bass Bank",Zambia,Low,0,False,2024-04-20 22:06:24.527608
BENE_5c12ea076fbc4cdbb432bb264fe66aa7,GB24FFGD39151037938492,Marissa Acosta,Gonzalez and Sons Bank,Netherlands,High,0,False,2023-11-29 22:06:24.527608
BENE_73c4216851c2478b8d2c2b230dea1436,GB79PQLZ69989258701545,Brooke Conley,"Romero, Miller and Marshall Bank",Belgium,High,0,False,2024-08-04 22:06:24.527608
BENE_271bc58cb25d414eaaf462687c9af48b,GB83JWWS65781682054362,Glenn Weber,Diaz PLC Bank,Lao People's Democratic Republic,High,0,False,2024-09-22 22:06:24.527608
BENE_47b71a53e8844b65816e8f71d16569aa,GB20YAVD38630065124785,Ashley Bullock,Contreras and Sons Bank,Saint Kitts and Nevis,Medium,0,False,2024-04-15 22:06:24.528643
BENE_157ae79f373c47e1acdda14264b59218,GB18CDDP10912361634066,Denise Taylor,Griffin Inc Bank,Guernsey,High,0,False,2024-03-07 22:06:24.528643
BENE_b6212215e75541ab8acf4f1ad6df7674,GB33IWKV99049839545416,Michelle Thompson,Colon and Sons Bank,Brazil,Low,0,False,2024-09-29 22:06:24.528643
BENE_26cc9a6175a245138b502acf2e48d8a8,GB77JRUT45581789639763,Cathy Tucker,Warren Group Bank,Honduras,High,1,False,2024-07-12 22:06:24.528643
BENE_511eede0232648d48b29d69b1c30a26c,GB12CTUN56115570214166,Daniel Tran,Moss Ltd Bank,Antarctica (the territory South of 60 deg S),Low,0,False,2025-08-13 22:06:24.528643
BENE_63ec2792d3444de78f20bb85b656c6d7,GB92TJKM87807753321157,Cindy Weaver,Franco LLC Bank,Kenya,Low,0,False,2025-06-04 22:06:24.529644
BENE_70f138f3bae44e33b55a4b25f93984ba,GB75BRGT21359287156631,Anthony Gonzalez,"Garcia, Tanner and Ferrell Bank",Cote d'Ivoire,Low,0,False,2023-09-26 22:06:24.529644
BENE_f688c5ff787e47a68ecfab40e743e39b,GB34TKOD92957470800514,Tracie Crawford,Green-Martinez Bank,Argentina,High,0,False,2025-11-11 22:06:24.529644
BENE_3109589495e2407db5edf56d5e7b1e60,GB76LRYB10001531483410,Alexis Smith,Mcclure PLC Bank,Solomon Islands,Low,0,False,2023-11-23 22:06:24.529644
BENE_1e6513b071f24582ab362f10db256c47,GB55FTDN93575760242823,Jose Best,Lewis LLC Bank,Morocco,Medium,1,False,2024-01-15 22:06:24.530642
BENE_b44c65d04bf24246bcfa362707cd3f92,GB50EFMG39312089733778,Karen Phillips,Bowman Inc Bank,Senegal,High,0,False,2024-05-26 22:06:24.530642
BENE_76519ab105ef455eb41586afe88ee2fe,GB49WMWW05195761129329,Julia Velez,Hendricks-Schneider Bank,Poland,High,0,False,2024-03-15 22:06:24.530642
BENE_55461f43b3df472f8b2cd867f18b246e,GB04HULG98151689976682,Mr. Benjamin Johnson,Rhodes-Gordon Bank,Western Sahara,Medium,0,False,2025-05-19 22:06:24.531609
BENE_cb660da14c8d4d95a023df0eb29a4209,GB27JIOX13168752866524,Shane Harris,Nelson Ltd Bank,Bosnia and Herzegovina,Low,0,False,2024-09-14 22:06:24.531609
BENE_bc8c3c4d0aaa43768899d84f9afa07bf,GB61RCLO22263417878486,Calvin Flynn,"Brown, Holloway and Evans Bank",South Africa,Medium,0,False,2025-07-26 22:06:24.531609
BENE_5058b02e47e345f88939131d850f9215,GB98GAOK92775809181915,John Wood,"Valentine, Fitzpatrick and Burton Bank",Thailand,High,0,False,2024-09-24 22:06:24.531609
BENE_421b314d558f49a7afc4124ef7b47897,GB03IWAW48357382757162,Mrs. Melissa Frazier MD,"Hill, Price and Herrera Bank",Benin,Medium,0,False,2026-01-01 22:06:24.532642
BENE_ae80de221f7d423386e23535141f2c92,GB36QEFS25005527670176,Michael Rogers,"Gonzalez, Mckinney and Mullins Bank",Saint Pierre and Miquelon,Low,0,False,2024-12-01 22:06:24.532642
BENE_f0fbd195f17d44d695d5d8fd51170b12,GB22WRVT85923949965756,William Fritz,"Peterson, Johnson and Bruce Bank",United States of America,High,0,False,2023-12-23 22:06:24.532642
BENE_33b7d236a27f416d8f033f3a6e4830c9,GB38TFZX20122337366604,Lori Mclaughlin,"Frye, Dalton and Fitzgerald Bank",Saudi Arabia,Medium,1,False,2025-12-09 22:06:24.533642
BENE_fb11877b7d9a4e9d8c76401f9e2ae452,GB73YIYQ05106633090193,James Higgins,Leonard PLC Bank,Australia,Low,0,False,2026-02-01 22:06:24.533642
BENE_8610ae129903467594a1e1b2beebe54c,GB76KZWV82568131508363,Micheal Ryan,Oneal Group Bank,Armenia,Medium,0,False,2025-08-10 22:06:24.533642
BENE_161140bead4d4380b47b2e5a60182c31,GB74FJBU16656433760747,Tara Elliott,Bryan LLC Bank,Kyrgyz Republic,Medium,0,False,2025-11-22 22:06:24.533642
